1538,twit2millions, @kapitanbarok Tama kaya Duterte to supporters: Be civil, intelligent, decent, compassionate via @rapplerdotcom https://t.co/ovMj35OloA,,,,
1539,FranzF64, #TRENDING: Freddie Aguilar sings 'DUTERTE PARA SA TUNAY NA PAGBABAGO' | Trending Philippines https://t.co/K6HcD9uNw5,,,,,,,
1540,abbygail_mrrc, Galit na galit kay Duterte tong prof ko sa econ. Taena! Inano ka ni Duterte? HAHAHAHAHA! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,,,,,
1541,twit2millions, @chavilarmino Duterte to supporters: Be civil, intelligent, decent, compassionate via @rapplerdotcom https://t.co/ovMj35wK00,,,,
1542,twit2millions, @LeeBryle @Isismynameisis sila lang para sa kina ng dapat pilian. Duterte o Miriam lang. BFF pa silang dalawa #PHVoteDuterte,,,,,,,
1543,chavilarmino, kuya nagiging girl na ko bc of u tapos sobrang kitid pala ng utak mo sa post mo, same ka lang sa hardcore fans ni duterte so wag na lang,,,,,,
1544,GraftWatch, Duterte to rivals: Waive secrecy on bank accounts | Inquirer News - https://t.co/GsnN6xJq7j https://t.co/waAIv0jQnn,,,,,,,
1545,ManilaForADay, UPLB student: No intent to disrespect Duterte https://t.co/taUZryZOGc #culture,,,,,,,
1546,Cheskyyyy, to my parents and Duterte supporters and as to why Duterte is not my best bet and other issues: https://t.co/OwdiyuHmY8,,,,,,,
1547,LeeBryle, @Isismynameisis oo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> pero duterte miriam lang candidates ko. Hahaha!,,,,,,,
1548,OpenRebuke, Eh hindi na nga ngreact si Duterte na nasa spotlight sya. Kayo pa kaya.,,,,,,,
1549,ABSCBNNewsLife, UPLB student: No intent to disrespect Duterte https://t.co/ryeNRKp3KT,,,,,,,
1550,twit2millions, @tacoborja @maramons Duterte to supporters: Be civil, intelligent, decent, compassionate via @rapplerdotcom https://t.co/ovMj35wK00,,,,
1551,tacoborja, @maramons ya. headache got worse because of this lol... heard about the student vs duterte?,,,,,,,
1552,KSandraSandoval, When duterte wins Telstra might change their minds again.. So #DuterteForPresident,,,,,,,
1553,StormMinami," I cannot blame the student at UPLB if he is asking """"silly"""" questions at Duterte", maybe he is just not that informed about PH politics.,,,,,,
1554,kevinnarciso, @HashtagArielle oh no we asked for an extension because we are dying cuz his instructions are more vague than Duterte supporters' arguments,,,,,,,
1555,juanmigz02, OMO! Buti wala pang umaaway sa akin na mga Duterte supporters.. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,,,,,,,
1556,iMokzd, @HPipau yung rappler kasi HAHA yung una, news kay Roxas (na mali) tas ngayon yung issue kay Duterte at kuyang nagtanong.,,,,,,
1557,twit2millions, Puro na lng Duterte newsfeed sa FB at twitter,Si #PhVoteDuterte lang ba ang kandidato? hehe Thanks for Duterte 's UNSTOPPABLE  surge! UPLB,,,,,,
1558,duduimendoza, Duterte is coming!,,,,,,,
1559,jeffbaDz, DUTERTE for President DoodleIf you wish for a better Philippines.#duterte #philippinesﾅ https://t.co/zhaRzYt042,,,,,,,
1560,natibk3r, @twit2millions @natibk3r We shiver just thinking abt it bro. Really, we think #Duterte is not a fit. Good he spilled his true form early on.,,,,,,
1561,meowryl, Galit tayong UP students na i-generalize as bastos, walang modo &amp; the likes pero nilalahat din naman natin ang Duterte supporters as bobo.,,,,,,
1562,ElijahEstante, @niambeepalacio the student(s) clearly wanted a direct answer which i think duterte failed to give to them :),,,,,,,
1563,siRCApoako, @SsanBartZ @desiree2ne1 @BogartTheGreat It's important the the young minds are won over for Duterte's platform of govt. #PHVoteDuterte,,,,,,,
1564,arraparin, Ugh nakakabwisit na yung Duterte-UPLB/Stephen issue.,,,,,,,
1565,PINOYGlobal, [PS] Duterte camp asks supporters to be civil, decent: MANILA, Philippines ﾖ Presidential candidate and Davao ... https://t.co/FGDwqJsgJk,,,,,
1566,PinoyPAY, Duterte camp asks supporters to be civil, decent https://t.co/obv7uq6wJc,,,,,,
1567,PinoySG, [PS] Duterte camp asks supporters to be civil, decent: MANILA, Philippines ﾖ Presidential candidate and Davao ... https://t.co/s2gCxXam6U,,,,,
1568,iloverajane, So tama ang ginawa ni Stephen Billena na ganunin si Mayor Duterte?? Stand by Stephen ka dyan. Ayaw kumalma eh. Tanong lang, hindi mambastos.,,,,,,
1569,jerryocampo, Nagtatanong lang yung bata kay Duterte, and then he was bullied online by Duterte supporters? Mga kababayan,... https://t.co/vsPrAgLmvt,,,,,
1570,1DSassyTommo, Mayor Duterte loves to answer the questions in a story telling form connected to the topic #PHVoteDuterte,,,,,,,
1571,twit2millions, @natibk3r Ikaw lang naman ang ayaw sir. There are many reasons to Vote for Duterte ;) Peace .,,,,,,,
1572,wwndrlst, Yung FB newsfeed ko, puro Duterte/UPLB student commentaries. Pero not from the usual suspects. Funny.,,,,,,
1573,AmoscoGio, duterte at capitol gym, borongan ciry, 2 pm..#Duterte2016,,,,,
1574,SsanBartZ, @BogartTheGreat @desiree2ne1 Duterte supporters like me hindi dpt nilalahat mga taga UPLB... marami ako frnd tga UPLB #respect,,,,,,,
1575,PrincesaSarra, So there is this issue of a UP Los Banos student alleged disrespect towards Mayor Duterte. So as expected, people... https://t.co/g3BnlqpVsK,,,,,,
1576,twit2millions, @Sirena750 Duterte to supporters: Be civil, intelligent, decent, compassionate via @rapplerdotcom https://t.co/ovMj35wK00,,,,
1577,Let4Students, UP student: I meant no disrespect for Duterte - https://t.co/pf3CiWODxI https://t.co/nODonxSeH7,,,,,,,
1578,woonnelwooi, Pag feel mo mastress nang sobra, try mo magbasa ng posts and comments sa pages ng supporters ni Duterte. Tatanda ka agad. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,,,,,,
1579,kapitanbarok," May kasabihan po tayo: """"Wag pumatol sa bata", hindi nya pa alam ang kanyang ginagawa," bagkos itama"""" UPLB-Duterte",,,,,
1580,monikzophrenic, lord nakakaumay na din po mga duterte haters pareho din naman sila nung supporters sana maglaho na din sila ang ingay na,,,,,,,
1581,swanlake898, @neline03140707 my issue is with Duterte &amp; d UP kid. &amp; if u noticed I changed my ID so hindi madamay ang fandom sa political views ko,,,,,,,
1582,musiclimax2013, Duterte para sa pagbabago https://t.co/lWn8iu3BFM,,,,,,,
1583,noringai," """"Because I am a witness to Duterte's good governance."""" https://t.co/LztIe3K9g1",,,,,,,
1584,even_demata, Garapalang pambabastos ng estudyante ng UP-Los Ba�os kay Duterte Para updated ka sa balita, i-like ang page ni... https://t.co/1dESLGFHu0,,,,,,
1585,twit2millions, @jhedmasters Duterte to supporters: Be civil, intelligent, decent, compassionate via @rapplerdotcom https://t.co/ovMj35wK00,,,,
1586,mariellejuanaaa, @dgdddgdd lagot mga tao deb!! Di kabalo muintindi! Maayo lang kung sila! lami ipa pusil kay duterte,,,,,,,
1587,jovancerda, Duterte camp asks supporters to be civil, decent https://t.co/A8XA8hrMkK,,,,,,
1588,fatgirl0893, @eBRETingAwesome It was not his linguistic imperfection that offended people, it was when he interrupted Duterte not once but thrice po,,,,,,
1589,heymaegs, Coming from an all-girl school who is taught to empower women, Duterte winning this poll is such a disappointment. https://t.co/K0MF1alO5v,,,,,,
1590,jhedmasters, May death threat na daw yung estudyante galing UPLB na nambashes kay duterte.. eh pno pa kya pag nagong presidente yan!! :x#UPLB,,,,,,,
1591,fatgirl0893, @allenlemence It was not his linguistic imperfection that offended people, it was when he interrupted Duterte not once but thrice po,,,,,,
1592,fatgirl0893, @JAstbeyourself It was not his linguistic imperfection that offended people, it was when he interrupted Duterte not once but thrice po,,,,,,
1593,lexidoodledoo, Watching the whole Q&amp;A of Duterte at UPLB.,,,,,,,
1594,Princess04_, Kailangan na talaga manalo ni Duterte &amp; Cayetano para ipasa kami sa Trigo <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,,,,,,,
1595,MsJuanitaPretty, Have you watched Mayor Duterte's transparency forum in the University of the Philippines Los Ba�os? Well, the... https://t.co/ow8v2mAJKB,,,,,,
1596,VillaxLuis, Supporting Sen. Grace Poe!!! #POE2016ﾠ. Commented on: #PHVote: Grace Poeﾒs coup, Duterteﾒs mob: https://t.co/KJavCEY9Rh,,,,,,
1597,markbonto21, sana si duterte ang manalo ngayon''',,,,,,,
1598,tattoorie, My tattoo works. Duterte ang pag babago. https://t.co/4IzHoM9Ypg,,,,,,,
1599,shinsingkit, UP student: I meant no disrespect for Duterte https://t.co/BLMwevngrQ via @inquirerdotnet,,,,,,,
1600,AlvinKoch, [Todays Viral] UPLB Student was allegedly paid by a presidential candidate to Slam Duterteﾅ https://t.co/sG0Qubdxc5 https://t.co/u8qduNBH6W,,,,,,,
1601,tattoorie, Portrait tattoo session @ wildchild la union tattoo studio. Duterte Cayetano https://t.co/bZPAHG0iUr,,,,,,,
1602,phildaily, UP student: I meant no disrespect for Duterte - https://t.co/saF32VdIu1 https://t.co/Xs5TswfsfP,,,,,,,
1603,fatgirl0893, It was not his linguistic imperfecton that implied his arrogant disposition, it was when he interrupted Mayor Duterte thrice UPLB,,,,,,
1604,MsJuanitaPretty, [Todays Viral] UPLB Student was allegedly paid by a presidential candidate to Slam Duterteﾅ https://t.co/JEPMBeF586 https://t.co/EFoXMDUFsp,,,,,,,
1605,revygetsetgo, oks sabihin nating rude nga si stephen villena. helloooo sobrang rude/offensive din kaya ng ibang statements ni duterte?? double standards,,,,,,,
1606,rashy_gurl, Duterte duterteDuterte.   Duterte Duterte.   Duterte Duterte.    Duterte Duterte.     Duterte Duterte.... https://t.co/a0uVNGhCN7,,,,,,,
1607,maracepeda, #PHVote: Grace Poeﾒs coup, Duterteﾒs mob https://t.co/pdyVkjJpOf https://t.co/zEMZxfucNn,,,,,,
1608,annabolicpath, Duterte fanatics .. (facepalms),,,,,,,
1609,thekantostyle, So ayun pala yung video ng taga-UPLB and Duterte, baka nagpapaimpress lang si Student kasi last time di ba nagisa nila Binay!?,,,,,,
1610,BogartTheGreat, Isa akong graduate ng UPLB. Isa ako taga suporta ni Mayor Duterte. At hindi ako bastos. Meron akong modo. Meron akong respeto.,,,,,,,
1611,heyyyanneanne, Nganu damayon nila ang personal life sa studyante uy? Mangthreaten pa. Wtf? Kung ukayon kaha ang personal life ni Duterte sad? Taya.,,,,,,,
1612,tattoorie, Duterte cayetano portrait tattoo @ wildchild la union tattoo studio. https://t.co/iSlNZNiW7X,,,,,,,
1613,nielzo11, @KURTHosis Rodrigo Duterte Wins!,,,,,,,
1614,steelsheen, @rapplerdotcom i agree. the general theme of Duterte supporters are stupid-aggressive, w/c in turn makes me not want to support him #karma,,,,,,
1615,tattoorie, Duterte portrait https://t.co/UZCbF0dDYC,,,,,,,
1616,fatgirl0893, @MeriaArlina It was not his linguistic imperfecton that implied his arrogant disposition, it was when he interrupted Mayor Duterte thrice,,,,,,
1617,Angelus_alindog, Si Duterte nga na gusto na tapusin forum nagtake time na sagutin ang tanong mo, why not gave him da chance to answer? Oh pls. D ako naamaze.,,,,,,
1618,ConceptGrp, Duterte, Cayetano dare rivals to also sign waiver on bank secrecy https://t.co/yxine1eoZT,,,,,,
1619,ayylmaoced," @yogeemann aw kuya hahaha speaking against duterte is a blasphemy for his """"followers"""" lol",,,,,,,
1620,steben316, [Todays Viral] UPLB Student was allegedly paid by a presidential candidate to Slam Duterteﾅ https://t.co/eTFsQIZHyu https://t.co/ci7ip2LjAu,,,,,,,
1621,kristalyndp, kahit gusto ko si mayor duterte for pres, hindi naman rude si uplb man. alamin niyo kasi yung buong kwento guys, smile lang <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>,,,,,
1622,monettemapa, Pikon si Duterte! https://t.co/Z8HoFrGiA9,,,,,,,
1623,and13end, Whats with UPLB and Duterte??? #solatereaction,,,,,,,
1624,FionaFakeShan, [Todays Viral] UPLB Student was allegedly paid by a presidential candidate to Slam Duterteﾅ https://t.co/SrSKESzSf3 https://t.co/F0z80XbIr4,,,,,,,
1625,top5stories, [Todays Viral] UPLB Student was allegedly paid by a presidential candidate to Slam Duterteﾅ https://t.co/fQlBC1rPB0 https://t.co/vOoZFcJYhi,,,,,,,
1626,BalitaNgayon, Duterte camp asks supporters to be civil, decent https://t.co/W1RpTrus9k via ThePhilStar,,,,,,
1627,imouto_wanted, I seriously believe that Duterte supporters are compassionate and calm about this situation,,,,,,,
1628,Angelus_alindog, Another,kung tlagang iniisip mo time ni Duterte,bakit ipinagpipilitan mo pa rin yang presyo ng baril kung on d first place nasagot kana nia.,,,,,
1629,millimetrs, @chestervizconde wew first dad I encountered na di Duterte,,,,,,,
1630,imouto_wanted, I hope that those giving that guy death threats aren't Duterte supporters but Roxas/Binay supporters who're trying to ruin Digong's name :((,,,,,,,
1631,joyyy97, @meggs911 Only when we're talking about Duterte naman hahhaa. But yeah. <ed><U+00A0><U+00BD><ed><U+00B8><U+0091>,,,,,,,
1632,Angelus_alindog, Ngmamadali si Duterte na umuwi nun, maybe yes, pero ung sabat na xa ng sabat dahil nga nagmamadali c duterte?Di ata nagjajive reasons m kuya,,,,,
1633,eiyah_, My President Mayor Rody Duterte.#du302016 #ParasaTUNAYnaPagbabago #eleksyon2016 https://t.co/jVNRoqaqcz,,,,,,,
1634,joyce24mendoza, TACLOBAN Digong Duterte SupportersDuterte will be in Tacloban on March 14, 2016 (Monday)<ed><U+00A0><U+00BD><ed><U+00B1><U+008A> #PHVoteDuterte,,,,,,
1635,emzabiad, We need duterte, lalo nat may mga panggabi ang trabaho. We need security and defense. https://t.co/rOOWOYTSpM,,,,,,
1636,BubblyNancee, https://t.co/zACa9tEqOh,,,,,,,
1637,TheStandard_PH, THE STANDARD: Rodrigo Duterte places fourth in latest SWS survey with 21%.,,,,,,,
1638,Ideal_Views, Duterte dances the '2:30' dance craze https://t.co/nwSENl0UPK via @YouTube,,,,,,,
1639,twit2millions, @triziamariee Because Duterte is not in Favor of Martial Law ;) Theres no ML in Davao, wake up :) @rapplerdotcom https://t.co/ovMj35wK00,,,,,,
1640,JustJoramG, @ensheeran i agree. Annoying na din sila masyado. Bawat puna kay Duterte kinukuyog nila. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,,,,,
1641,lik3updat3, Update @marymaedelacerna Nganong mahadlok kay Duterte?(=^_^=)ﾅ https://t.co/WHZT65CsYQ https://t.co/a8IMx8aD6p,,,,,,,
1642,remigioanosa, https://t.co/MQBoZUMI0d,,,,,,,
1643,Ideal_Views," Freddie Aguilar Sings """"Para sa Tunay na Pagbabago Duterte"""" https://t.co/ppsbE9MTmA via @YouTube",,,,,,,
1644,Gan, I'm voting for DUTERTE - MARCOS! You have a problem with that? #dealwithit #fb,,,,,,,
1645,rosette_adel, Duterte camp asks supporters to be civil, decent @PhilstarNews https://t.co/KrbzmXuPxX via @sharethis,,,,,,
1646,Noel_Dolor, @desiree2ne1 @RonaldFrio beneath his tough, stern persona, we also know that Mayor Duterte has his deep, spiritual side,,,,
1647,twit2millions, @so_allen_r Duterte to supporters: Be civil, intelligent, decent, compassionate via @rapplerdotcom https://t.co/ovMj35wK00,,,,
1648,MrGeekyBoy, I hope all Duterte Supporters are like you. Below the belt na yung iba! #ShowtimeBuenaMonday  https://t.co/zjSGeinrX9,,,,,,,
1649,Erang08, Ayaw nila kay duterte pero panay reklamo sa corruption <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>,,,,,,,
1650,Ideal_Views, Reaksyon ng Duterte Supporter sa Bastos na UPLB Student https://t.co/JGs9RSdBra via @YouTube,,,,,,,
1651,pusepopper, Ironic how Duterte prides himself with the discipline in Davao, yet he can't discipline his supporters.,,,,,,
1652,twit2millions, @cmaotaku Duterte to supporters: Be civil, intelligent, decent, compassionate via @rapplerdotcom https://t.co/ovMj35wK00 View translation,,,,
1653,AdythSanchez, Duterte for the win!#DU30 #Duterte #BigChangeisComing #Election2016 #President2016 #PiliPinas2016 https://t.co/yO1U2Fz5Ua,,,,,,,
1654,ensheeran," @JustJoramG maybe Duterte's """"fantards"""" should also apologize for death threatening the kid para fair.",,,,,,,
1655,freshieLEADS, Duterte to supporters: Be civil, intelligent, decent, compassionate - https://t.co/GYmcAlrTeE via @rapplerdotcom https://t.co/8jD9JYKR3M,,,,
1656,Noel_Dolor, @desiree2ne1 @RonaldFrio we supporters also all pray for Mayor Duterte. He also needs our prayers badly.,,,,,,,
1657,Arjay_Full, #Duterte nakakapanghilakbot pag ako Tatay o kuya nitong batang ito... baka ilagay ko n hustisya sa aking kamay.... https://t.co/rI79LcnVRr,,,,,,,
1658,MeyganTwanyo," """" si duterte mag susugpo ng krimen""""*hindi nirespeto si duterte*nakatanggap ng death threats galing sa duterte fansgalawang dinuguan haha",,,,,,,
1659,twit2millions, @Sirena750 di naman ah. We want  Duterte to brcome President,yun lang. #PHVoteDuterte I will definitel vote for him,,,,,,
1660,so_allen_r, The very people who supports Duterte, who dislikes crime and corruption are doing the very same thing they hate.... https://t.co/guTzslMA4t,,,,,,
1661,Fitzger80466537, Watch: Duterte Para Sa Tunay Na Pagbabago - Freddie Aguilar https://t.co/FMTwypyPUZ via @YouTube#Duterte#PhVote#PhVoteDuterte#Pilipinas,,,,,,,
1662,cmaotaku, Para sa ilang cyber-bully fans ni Duterte na gumawa pa ng Facebook Page at takutin and UPLB student, ano masasabi... https://t.co/Rbh1iXoYhN,,,,,,
1663,theskyisbluish, @PanbakerYu Thanks. I'm reasonable nmn. I'll just say what I want to say about Duterte because I really believe in him, hoping to convince.,,,,,,
1664,iamhazep, YAN ANG GINAGAWA NG IBANG PARTIDO. Sira pa more! Im for DUTERTE pero hndi nmin nilalaHat ng studyante ng UPLB becoz sya lang nmn nagkamali.,,,,,,,
1665,XavierYsip, Puro duterte posts ang laman ng timeline ko. Nakakawalang gana.,,,,,,,
1666,fatgirl0893, Guys vote po pls. Duterte https://t.co/xhqqa6Bbe8 #ALDUBSusiNgMansyon,,,,,,,
1667,fatsenamano, Talaga naman 'pag Duterte supporter ang kadebate, puro trashtalkan lang. Naka-hithit ata ng swelas ng sapatos 'to. Yes, I will generalize.,,,,,
1668,myelski, A clarification from the OP re: Duterte forum. Please read and spread this as well. Thank you. :) https://t.co/GOZMzEnxzj,,,,,,,
1669,patissoriano, time 4 another cig at the balcony. officemates are singing praises abt duterte again : (,,,,,,,
1670,Fitzger80466537," Watch: Duterte Para Sa Tunay Na Pagbabago - Freddie AguilarFREDDIE AGUILAR SINGS """"DUTERTE PARA SA TUNAY NA... https://t.co/Tu6YGrqbhU",,,,,,,
1671,AlxndraMae, Too many irrational and senseless comments about Duterte and UPLB student issue.,,,,,,,
1672,Sirena750, you can't necessarily stop a person from expressing political opinions don't treat duterte as your high majesty pls lang haha,,,,,,,
1673,caloyconde, Stephen Villena, the bullied UPLB student, explains what happened and shows just how stupid Duterte fans can be. https://t.co/DRaROKmSGW,,,,,
1674,fatgirl0893, Basta ako Duterte 2016. https://t.co/xhqqa6Bbe8 #ALDUBSusiNgMansyon,,,,,,,
1675,radikalchick, That Duterte-UPLB case should tell us all how media irresponsibility is running this election. #RapplerFail #Eleksyon2016,,,,,,,
1676,aznayar, @Jimparedes i'm not a duterte fan but the student could have used a better tone regardless of wchever candidate being asked. Poor kid tho,,,,,,,
1677,MeetStephyMcst, That rude UPLB student, if Duterte wins, you're dead.,,,,,
1678,kathinko, Kapag si Duterte nambastos, tuwang tuwa mga tao. Kapag siya and nabastos, hindi pwede. Hahaha nakakaloka tong mga taong 'to.,,,,,
1679,ddeanadrian, Pag Estudyante nambastos: Walang alam sa GMRCPag si Duterte nambastos: Nagpakakatotoo lang siya,,,,,,,
1680,_MaAkuMa_, @theskyisbluish those that I know champion Duterte like my parents have been 1st hand victims of a flawed system. I really couldn't blame,,,,,,,
1681,joyyy97, When your brother is pro Duterte and you can't even have a decent discussion with him about the guy because he keeps cutting you off... <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,,,,,,,
1682,theskyisbluish, @PanbakerYu Duterte is calm if you watched the debate. So not like the others hahaha,,,,,,,
1683,Loralicious18, DUTERTE<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https://t.co/aRRAPn8cWD,,,,,,,
1684,ElijahEstante, @niambeepalacio or he'll operate underground...  may dds (duterte death squad) dba nang kag daw explicit nya man na nga gina hmbal.,,,,,,,
1685,pakeyuu, Di ko kinakampihan si Mayor Duterte pero patapusin mo muna kaya yung sagot nya sa tanong mo. Parang Fox News reporter ka eh, walang galang.,,,,,,
1686,SarangHeyYoo, Bakit hindi nyo gets na habang gumagawa kayo ng hate pages at death threats sa critics niya, dumarami lang ang hindi boboto kay Duterte?,,,,,,
1687,Sirena750, pls stop thinking the uplb student was disrespecting duterte lol what the hell were you guys on you supported binay's roasting but this?????,,,,,,,
1688,imouto_wanted, People," I can tell you that not all UP students are like that guy who was """"interrogating"""" Duterte. I got very good friends from UP :)))",,,,,,
1689,joervi_08, Kung ano man ang kinatapang ng mga ibang fans ni duterte, sya namang kinahinaan ng kanilang pang unawa.,,,,,,
1690,News5AKSYON, #TV5AksyonsaTanghali | Mayor Duterte, sinagot ang umano'y pambabastos sa kanya sa isang forum sa Laguna https://t.co/GDxd0eqdjy,,,,,,
1691,Lolliwee, Am I the only here who doesn't care about the Duterte and that UPLB student issue? <ed><U+00A0><U+00BD><ed><U+00B8><U+0092><ed><U+00A0><U+00BD><ed><U+00B8><U+0092><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,,,,,,,
1692,iRownyy, @LaViedJust Anak ka pala ni Duterte eh hahahaha,,,,,,,
1693,raabandala, Duterte-Robredo <ed><U+00A0><U+00BD><ed><U+00B8><U+008C>,,,,,,,
1694,jerrybryanhallz, Duterte on Ratings and Surveys - 2016 https://t.co/F13xCGAZk4,,,,,,,
1695,PanbakerYu, @theskyisbluish btw, i admire how decent u are in arguing... So calm. So not like duterte. Haha! Don't get me wrong, i like him...,,,,,
1696,juiceee, It's scary to know Duterte could be our president but so many people close to me are voting for him. Scary!!! I'm still an undecided voter.,,,,,,,
1697,AimielReyes, @DSwishTrece I have to agree but these supporters are for Duterte because of his anti-crime campaign yet they're guilty of cyberbullying,,,,,,,
1698,rhonchelle8, Kaya #Duterte ako. Tunay na AKRHO kasi ako... https://t.co/fzYNVZXDmI,,,,,,,
1699,piaranada, Here in Tacloban City where Rody #Duterte will hold a public rally at around 6:30pm. He's also going to Palo #PHVote https://t.co/2OaahKKzbc,,,,,,,
1700,Mythteriously, @senmiriam &amp; Mayor Duterte, please come to LPU-Cavite. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+0082><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0084>,,,,,,
1701,mysummitexpress," """"Sana paki-sagot nalang po ng deretso"," kasi nagtatanong po kami ng deretso dito para makauwi narin kayo!"""" https://t.co/HNVK8MGhhy",,,,,,
1702,ElijahEstante, @niambeepalacio amo lang na nang ang sad thought bi," kay daw nag embed na sa ila ang """"duterte spirit"""" nga dpat maging strong ganyan",,,,,,
1703,jerrybryanhallz," Freddie Aguilar Sing """"Para sa Tunay na Pagbabago Duterte"""" https://t.co/l749efLeh8",,,,,,,
1704,cloialcantara," &gt;Article about telstra&gt;""""Duterte talaga malapit na ang pagbabago #du30""""Tangina talaga",,,,,,,
1705,chestervizconde, dad is mar-leni/cayetanomom is duterte-lenisister is santiago-leniTHIS HOUSE IS DIVIDED,,,,,,,
1706,emooeu, [Todays Viral] UPLB Student was allegedly paid by a presidential candidate to Slam ... - https://t.co/xG2FmNcbFI https://t.co/TosMHhVe6b,,,,,,,
1707,ElijahEstante, @niambeepalacio and if ever si duterte maging president, if you are going to be a critical thinker, his supporters will cyber bully you,,,,,
1708,Mythteriously, If I'm not voting Duterte, I will definitely vote for #Miriam2016 https://t.co/yUcmImqLEL,,,,,,
1709,choyzee, Whoa!! #PHVoteDuterte #Duterte  https://t.co/ZAYKgFdWeS,,,,,,,
1710,AimielReyes," duterte supporters hating on the """"pambabastos"""" of a UPLB student but they do the exact same thing to every other candidate #hypocrites",,,,,,,
1711,krizialampa, Nung binastos ng UP student si Duterte, nagwala mga tao. Nung binastos ng UP studentS si Binay, lahat nagpalakpakan. Kanya kanya lang yan..,,,,,
1712,jayromeo233, https://t.co/tNlfHtiBpM watch mayor rudy du30 none respect up student.,,,,,,,
1713,Seth_ings, Putik! Tak-an ron ako magbasa sang mga balita about kay Duterte ah! Dugangan pa sang mga sala sang social media! Way pulos!,,,,,,,
1714,Pulitika2010, Of all the pres'l candidates, only Duterte has to say that to his minions. Says a lot abt their personalities.  https://t.co/k43hSNxJJX,,,,,,
1715,Noel_Dolor, @desiree2ne1 @RonaldFrio anyway, I respect your opinion, but I'm still for Duterte all the way! He s what this country badly needs,,,,,
1716,jamesmanzo30, @pepitomariah mao jud! Duterte lagehhhhhhhhhhh!,,,,,,,
1717,WomenWorldNews1, #InternetBullying :( ONLINE BULLYING: The camp of Davao City Mayor Rodrigo Duterte on Sunda... https://t.co/ORRblF2eel #CyberBullying :-(,,,,,,,
1718,RomblonNews, UP student: I meant no disrespect for Duterte https://t.co/o8J9kSrdHt,,,,,,,
1719,theskyisbluish, @PanbakerYu It has been said by Duterte himself on national television during the debate. Only small percentage is actually allocated to Min,,,,,,,
1720,marckabias, After reading Stephen Villena's letter, hinanap ko yung part na kahit short sorry lang sana kay Mayor Duterte. I dont know.,,,,,,
1721,niambeepalacio, @ElijahEstante But it wasn't Duterte harassing that UP student dba? Just his supporters. Not that I'm biased kay Duterte ha.,,,,,,,
1722,karloSC101, So mas affected kayo sa nambastos na UPLB student kesyo nabully siya nga mga supporter kaysa sa pambabastos niyang ginawa kay Mayor Duterte?,,,,,,,
1723,cherrychooch, FULL Q&amp;A: Rodrigo Duterte at UP Los Ba�os, 11 March 2016https://t.co/EqdBlOsnjg https://t.co/Iz7AI0kGmZ,,,,,,
1724,choyzee, Umayos naman po sana tayong lahat sa pangangampanya. Huwag naman panatiko. Hinay-hinay lang. Respect begets respect. #PHVoteDuterte #Duterte,,,,,,,
1725,karloSC101, To the UPLB student na nambastos kay Mayor Duterte, ikaw lang ang nakagawa niyan. <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> Ni isa dito sa mga taga Davao, we highly respect him <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>,,,,,
1726,jhunathan92, @Politiko_Ph Mabuti nmn bumaba na si duterte dahil ayaw ko tlg sakaniya.  #SCAdik,,,,,,,
1727,skayescrapers, @skayescrapers pero nang ibalita ang nangyari UPLB-Duterte forum, nagkomento agad nang hindi man lang inalam ang totoong nangyari?,,,,,,
1728,twinklyH, fangirl talaga ako ni duterte eh hahshahhaj,,,,,,,
1729,SunStarDavao, meanwhile, in California... https://t.co/T4h5JiWo3Z,,,,,,
1730,Danyeeellaaa, Kapag hindi nanalo si duterte punyeta alam na,,,,,,,
1731,FranceCleo, My Critical Analysis Regarding Mayor Duterte's Interview In UP Los Ba�os: https://t.co/PaBns2QPH8 via @YouTube,,,,,,,
1732,katilpx, @inquirerdotnet @AHeginaINQ DUTERTE PANALO NA YAN KELANGAN NG PINAS,,,,,,,
1733,annealcantara26, Duterte lang ako.. https://t.co/RDMgVeIBIB,,,,,,,
