1038,TheDailyPedia, Is the outrage merely misplaced and are the students involved actually victims of bad video editing? https://t.co/ruggANfeWP,,,,,,,
1039,ChristianPoya, Im rooting for Santiago-Duterte-Poe (respectively) but bottomline maka-Duterte ako somehow.,,,,,,,
1040,zaaanoor, @ccsagarino wala pay gi ingon si duterte nooooo? hahaha,,,,,,,
1041,jam_paulo2, UPLB Student Releases His Side On The Controversial Video Disrespecting Mayor Rodrigo Duterte https://t.co/rnuvEdQWAt utoy your way too far,,,,,,,
1042,Preeeeyy, @jorgeousjai di japon haha di ko ganahan saiya. Murag pakitang tao ra kaayo haha duterte na lang,,,,,,,
1043,JoshaneGuards, Visayas and Mindanao are solid Duterte. Hindi ko alam kung saan sila nag conduct ng survey. My God heal this land. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>,,,,,,,
1044,elenajoys, Okay, so that UPLB student said that Mayor Duterte was in a hurry, and that's the reason why he requested for an immediate answer...,,,,,
1045,knovMani, People.You can't compare his accomplishments in a city (10+years) to what he can possibly accomplish in a country in 6 years.Yes, Duterte,,,,,,
1046,octopuzeth, Hoping and praying for you Mr. Rodrigo Duterte. Ilang weeks na lang <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #DU30 #Halalan2016 #ChangeIsComing,,,,,,,
1047,mapetiteangela, @lumadcharm Pinapalaki lang ang isyu, hindi naman nag-react si Duterte na binully siya nung estudyante.,,,,,,
1048,loukelvin_, got a Duterte shirt hehe,,,,,,,
1049,jamespotterer, 'Ang Pambabastos ng UP Los Ba�os Student kay Mayor Duterte'NICEEEEEEEEEEEEEEeeee ./.,,,,,,,
1050,ayleeyun, Look i may say a lot of shit on Facebook but I'm not ready to die for the shit i say on Facebook so please don't vote Duterte or Marcos k? K,,,,,,,
1051,theskyisbluish, PS: Duterte has his flaws (he's only human), and I don't agree with some of his approaches. But I can really say he's sincere in serving.,,,,,,
1052,JxnnyRxsx," """"Duterte Movement follows you"""" jusq!",,,,,,,
1053,asshulz, oh my GOD I'M SPYING ON A PRO-DUTERTE FACEBOOK GROUP ANG DAMING SHADE,,,,,,,
1054,liquidlog1c, Ganito NAKAKAGAGO Mga FANATICS NA GINAGAWANG DIYOS si #Duterte to the point of wishing someone dead #dontUPLB  https://t.co/x75LuowatM,,,,,,,
1055,MackAnipan, Why Duterte supporters keep saying Duterte for President without putting any substance to it?,,,,,,,
1056,Luvski18, https://t.co/3omzV88pE8.. ano na naman ang susunod na gimik.. Ang galing at talino ginagamit sa panloloko. Pagpalain sana kayo ng Panginoon.,,,,,,,
1057,mitzwrites, So Duterte thinks Marcos was a hero. WTF is wrong with you????!!!!,,,,,,,
1058,twit2millions, @ihateposh @missjover thanks for the effort mentioning and typing Duterte #PHVoteDuterte at least upto now napag uusapan ntin sya.tuloy lang,,,,,,,
1059,UAAPrltg, @piyamatienz ang tanong po ay pano daw ni duterte ang pilipinas like davao city na hindi binabawasan ang fund of edu so ibigsabihn po natl,,,,,,,
1060,banderainquirer, Estudyanteng binubully ng Duterte boys ipinagtanggol https://t.co/7ZQutEwEn9 via @sharethis,,,,,,,
1061,analizaRosario, Duterte ha Tacloban #PHVoteDuterte,,,,,,,
1062,Metaporista, Stephen Villenaﾒs Open Letter (Duterte-UPLB issue) https://t.co/Z346SGND4T https://t.co/VlNuWHuVi6,,,,,,,
1063,gabuya," """"Ikaw at akoTayong lahat kay Rodrigo Duterte para saTunay na pagbabago""""-Fredie Aguilar. https://t.co/0xUFeVttST",,,,,,,
1064,dammbledore," was about to say """"we just cant ignore the fact that duterte didnt directly answered the question"""" but alam na",,,,,,,
1065,twit2millions, @ForEverettPH @DilimanConyos I will Vote For Duterte, and I support #PHVoteDuterte.I AM HOPEFUL ;),,,,,,
1066,NotJoseRizal, Duterte not bothered by latest SWS poll results - CNN Philippines https://t.co/f8BL09NdI8 #filipino,,,,,,,
1067,twit2millions, @siJuanIt0 @tropicalrant Pag nadinig si Duterte,iniisip sila na ang patayin!Di man lang nagtanong bakit?Ano ba kasalanan nya? #notoNerbiyos,,,,,,
1068,missfortuneee_, Why do people ask for a Poe/Escudero-like answer the fact that they're talking to Duterte?,,,,,,,
1069,im_yours05, Mga igkasi ko Samar ngan Leyte! Please! Support Mayor #duterte in #tacloban #duterteforpresident #phVoteDuterte<ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD> https://t.co/lQuBj0qHfT,,,,,,,
1070,victorcrumb, So much hate for UP student who just wants Duterte @RRD_Davao to answer a question, you'd think Joffrey Baratheon was a popular kid.,,,,,,
1071,karyatides_, @chiyatandoc sarap i-offer kay duterte eh lol,,,,,,,
1072,OrmanPogi, TAMA SI DUTERTE! #Duterte2016 #DuterteCayetano2016 #TapangAtMalasakit #TunayNaPagbabago https://t.co/jy6y8kIURg via @YouTube,,,,,,,
1073,ForEverettPH, Dear Duterte supporter: Learn to say, ﾓYes," with reservations""""  @dilimanconyos Great article pero hahaha hopeless na talaga his supporters.",,,,,
1074,vlrdcls, @MrvcBrj ewan ko na nga din ba dyan kay Duterte. Pero wow thanks sa kanya ha, naging super villain ang UPLB students. Infairness. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,,,,
1075,twit2millions, @siJuanIt0 @tropicalrant minsan kc di nagisip ang Duterte Detractors,dhil ninerbiyos.Basta Duterte,patay inisip at sila ang papatayin,Bakit?,,,,
1076,Duterte24x7, Estudyante ng UPLB na nambastos kay Duterte nag-sorry | https://t.co/8K14RXsLV1 #PHVoteDuterte,,,,,,,
1077,e03Lab, https://t.co/h5s3d75KMH https://t.co/C4Q8MB03Y1,,,,,,,
1078,PhilCanInquirer, Duterte unfazed by latest SWS surveyﾠresults https://t.co/nSVMDgnztf https://t.co/LuCUocYr4D,,,,,,,
1079,ppelosas, Viral: Aiza Seguerra's life-changing meeting with Duterte; writes honest opinion of the man - Pinoy Trending News https://t.co/RDlNiKcaae,,,,,,,
1080,trishaobannon, Settled on the idea of voting for someone this year, if only to increase votes *against* Binay/DuterteBut who,,,,,,
1081,jesse_d_amato, masyadong pabebe ang pinas 4 dutertemasyadong bobo ang pinas 4 mirriamsi roxas ?????? tapos si poe ??????? ??????????? ? ?  ??,,,,,,,
1082,imcharlesaeron, @chrryprz hahahahaha baka ratratin ako ni Duterte niyan <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,,,,,
1083,philippines_tip, Duterte not bothered by latest SWS poll results - CNN Philippines https://t.co/BS16mh34KB,,,,,,,
1084,theskyisbluish, Final words: All that I posted this day are just my views, some of them facts. I'll admit I'm convincing you to vote for Duterte 1/2,,,,,,
1085,abijoyceangel, ngayon ko lang napanuod ung duterte vs. uplb student <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>,,,,,,,
1086,unwrapbyun, marami akong makakaaway pag sinagot ko lahat ng posts ng fb friends ko abt sa issue ng pambabastos kuno ng isang uplb student kay duterte,,,,,,,
1087,smnthpatio, Why bother explaining? Duterte supporters will not even try to understand your point. ganyan yan sila e jk,,,,,,,
1088,_kempop, UPLB student disrespect duterte <ed><U+00A0><U+00BC><ed><U+00BC><U+00B5>,,,,,,,
1089,keiren005, Gusto ko unta tumakas ngan kumadto ha RTR pra mki chismis kan Duterte. Haha,,,,,,,
1090,du30movement, Panawagan sa mga Duterte supporters, RELAX lang po... https://t.co/9BFETE3wFG,,,,,,
1091,meowryl, Ayoko na muna mag social media habang may maiinit pang issue about election e.g. Manny and LGBT, Duterte and UPLB student. Nakakastress eh.,,,,,,
1092,jakol_salsal," Grabe lang ang Supporters ni Duterte. More propaganda pa. I dont think Mar is stupid enough para siya mismo ang maghulog nung """"sweldo"""".",,,,,,,
1093,itsbrynmn, At ang sagot naman ni Duterte eh sinabi nya yung plano nila sa national budget kung manalo sya na ang priority nya eh Edukasyon.,,,,,,,
1094,Thelegitvince, Is Duterte our Trump? I mean, kinamumuhian dahil di masikmura ang kaputanginahan pero number 1 parin sa presidential race.,,,,,,
1095,maijidegs, Mayor Duterte is here! <ed><U+00A0><U+00BD><ed><U+00B8><U+0083><ed><U+00A0><U+00BD><ed><U+00B8><U+0084> @ Eastern Samar State University https://t.co/yQVIbTmJg4,,,,,,,
1096,theskyisbluish, Also, ask other Davao City residents (even not!), young and old. Rich and poor. Connected or not, they have their positive Duterte stories.,,,,
1097,Conniegchow, Yes I Believe! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> strong implementation that matters.Duterte and Cayetano for the win! #PHVoteDuterte #PiliPinas2016  https://t.co/bkZznqTUGz,,,,,,,
1098,MontefalcoRio, @Nicoanjelog @Kuya_duterte HAHA,,,,,,,
1099,itsbrynmn, Diretsahin na daw ni Duterte yung sagot nya kung saang bahagi ng National budget ibabawas yung pagupgrade, sa edukasyon daw ba? UPLB,,,,,,
1100,RomeoFuerte, siya ung magiting na estudyante ng UPLB... na nagtanong kay DUTERTE kung kailan prioridad ang kapakanan ng mga... https://t.co/7g3GibjR2m,,,,,,,
1101,jerryocampo, Bumagsak si Duterte sa latest SWS:1. Poe: from 24 to 272. Binay: from 29 to 243. Roxas: from 18 to 224.... https://t.co/shAGreR7j1,,,,,,,
1102,TheDailyPedia, Supporters of Duterte reportedly bullied and harassed Villena after the incident. https://t.co/kkFSDblVDr,,,,,,,
1103,itsbrynmn, Ang sagot naman ni Duterte eh, Nag-intro sya ng events about bombing sa cathedral and sa airport daw niya, kaya sumingit na si UPLB student,,,,,
1104,ObenArlene, https://t.co/Mu9prJpLXb,,,,,,,
1105,philipbokingo, ATM Tacloban City Airport waiting for Mayor Duterte#DuterteCayetano2016 https://t.co/S435Uaipj3,,,,,,,
1106,carmelancholy_, duterte fantards be like https://t.co/lIs71Ou1Yh,,,,,,,
1107,jhoyski927," #PHVoteDuterte DUTERTE &amp; Co. in Tacloban featured """"live"""" on The NEXT FACTOR https://t.co/IzcqNtcgJ6 via @YouTube",,,,,,,
1108,EhJuju, how r u going to be pro-women n support duterte like it doesn't add up ??????,,,,,,,
1109,ato_mariano, Bringing the school in vain.... https://t.co/ufLYTK8NVd,,,,,,,
1110,kickerdaily, [Kicker Daily News] Former UPLB prof tells student who asked Duterte: You can stand up for your cause without beingﾅ https://t.co/TAtBvtfmOP,,,,,,,
1111,theskyisbluish, Duterte repsects the rule of law. He knows that, he's a lawyer.,,,,,,
1112,merianeY, Duterte @ Tacloban City,,,,,,,
1113,mirumodepon26, Why DUTERTE deserves to be the next president:-Davao City became only the third locality in the world that... https://t.co/LLEWNPQOH6,,,,,,,
1114,shigarciaa, Can we stop bashing Stephen Villena, already? Seriously, Duterte fanatics.,,,,,
1115,downaaley, I can't take this posts about villena and duterte <ed><U+00A0><U+00BD><ed><U+00B8><U+009E>,,,,,,,
1116,barbistar82, Obviously you were just trying to make Duterte look bad at magmukhang di nya masagot ang nonsense mong question . hahaha!!!,,,,,,,
1117,shiepapio, Nindot sundon nga kina iya sa usa ka leader https://t.co/uSdMxCjmOp,,,,,,,
1118,onat, Just read the story of student asking Duterte to answer properly. Outcome: student got bullied/death threats. Asalkalye attracts asalkalye.,,,,,,,
1119,itsme_dewdrops, Base from the past interviews of Duterte, he basically can't answer a simple question without deviating the topic first to Davao. UPLB.,,,,,,
1120,PINOYGlobal, [PS] UPLB student: No intention to disrespect Duterte: MANILA, Philippines ﾖ A University of the Philippines L... https://t.co/dkR40ORcfO,,,,,,
1121,PinoySG, [PS] UPLB student: No intention to disrespect Duterte: MANILA, Philippines ﾖ A University of the Philippines L... https://t.co/vhHm7pzVAC,,,,,,
1122,kenjisolis, May mensahe ang estudyante ng UPLosBanos na si Stephen Villena sa mga taga supporters ni Duterte. Basahin at... https://t.co/wsqxMHjdiW,,,,,,,
1123,gmanewsonline, Duterte tells supporters to stop bullying critics https://t.co/9rLXPZiR4g,,,,,,,
1124,theskyisbluish, According to my dad, how Duterte approaches apprehending drug pushers/addicts: first, he warns them and tells them to turn away from drugs.,,,,,
1125,ultimatesteak34, Ayaw nyo kay duterte? Haha https://t.co/CeMG4hAE0N,,,,,,,
1126,NewsCentralPH, Do you believe that the Duterte-Cayetano tandem would be able to solve the unemployment problem in our country?  https://t.co/KNVRbvB5TT,,,,,,,
1127,JovelynDamasing, @itsmejackler Nah nsuko na c duterte hehe ASA diay qa nga lugar?,,,,,,,
1128,adriannejaculan, Duterte for President.,,,,,,,
1129,GermitaArnelle, I can be sketchy like Binay. Can be sweet like Poe. Can be edgy like Duterte. And can be a nobody like Roxas.,,,,,,,
1130,philippines_tip, Duterte not bothered by latest SWS poll results - CNN Philippines https://t.co/2gZbWt5dO9,,,,,,,
1131,hugeaim, @twit2millions kung ang issue ay ang bastusin si duterte,so one way lang ang bastusan? kapag si duterte ang nambastos ok lang?,,,,,,
1132,twit2millions, @tropicalrant Pls wag magkalat ng takot.Even Duterte does not want Martial Law, Walang ML sa Davao #PHVoteDuterte Gandang hapon po!,,,,,,
1133,itsbrynmn, Kaya sabi niya, kung itutulad daw ni Duterte ang buong Pilipinas sa Davao, dapat din daw ba high class yung baril ng pulis? Kaya tanong niya,,,,,
1134,hugeaim, @twit2millions eh ano ba talaga ang issue dito?yung mambastos o ang bastusin si duterte?Kung ang mambastos in general,dapat same reaction,,,,,,
1135,barbistar82, Spliced video or hindi, bargas kang bata ka. If Duterte is bastos and so are you!,,,,,,
1136,maxangelo987, Mayor Duterte said that he is not bothered by the latest SWS survey results. #Eleksyon2016 https://t.co/Og1lvpY262ﾠ ﾅ,,,,,,,
1137,twit2millions, @hugeaim Dapat nung binastos si Binay,suporter nya dpat mag react.Obvious na marami suporter si Duterte kya trending student. #PHVoteDuterte,,,,,,
1138,gidjong, Make your voice count! Help me support @duterte_rody to be our next President via https://t.co/qwAop6hOW3 #halalan2016 #eleksyon2016,,,,,,,
1139,tatame23, Controversial DELETED DUTERTE INTERVIEW VIDEO (Watch it!) du30 https://t.co/Drnhx4EXFX,,,,,,,
1140,jkmalabana, He was just certainly challenging the candidate to provide a straight answer as Duterte had too many runarounds. #DuterteVisitsUPLB,,,,,,,
1141,chenglyyn, @khloweepot same feels, the UPLB students welcomed Duterte. DL Umali hall to main lib ang pila yet inemphasize ng media ay yung kid,,,,,,
1142,PHHotTrends, Mayor Duterte said that he is not bothered by the latest SWS survey results. #Eleksyon2016 https://t.co/cgrNBwTfDs https://t.co/kKZK43iulS,,,,,,,
1143,carmelancholy_, ang lala na ng nangyayari sa journalism &amp; duterte fans. seryoso. #RapplerSaySorrytoUPLB,,,,,,,
1144,iamJeromeObias, I finally saw Presidential Candidate Mayor Rodrigo Duterte during his visit here at ESSU Borongan.. #DU30 #PiliPinas2016,,,,,,,
1145,ajestrera, Parang yung student sa uplb na nag tatanong kay mayor duterte? #justsaying #donthate https://t.co/FoPa3zy3bi,,,,,,,
1146,hugeaim, Nung binastos si Binay, they ignored it.Nung si Duterte na, bastos daw, walang modo, arogante.Bakit di nagreact dati?So OK lang pag di sila?,,,
1147,pahimakas, trump and duterte supporters are practicall the same if you think about it,,,,,,,
1148,joselouigi, @siJuanIt0 lagot yan pag si Duterte ma presidente,,,,,,,
1149,graybcedef, Duterte @Tacloban yeeeey <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,,,,,,,
1150,realbryanosorio, Support Duterte, he doesn't need advertisements, he just need us to spread the word about him and his platforms... https://t.co/jSYEmcEHjv,,,,,
1151,manilachannel, VIRAL: Open letter from UPLB student Stephen Villena on Duterte incident: My name is Stephen Villena, a studen... https://t.co/omGkjKwZMU,,,,,,
1152,xpeanutgalleryx, Then Duterteﾒs supporters went on a witchhunt, actively looking for the student who questioned their candidate aggressively.,,,,,,
1153,PHLNewsOnline, [GMA News] Duterte tells supporters to stop bullying critics https://t.co/OGES3Pzx1S,,,,,,,
1154,JaimeAbellar, Too many people that's not Duterte are butthurt about this UPLB student lmao,,,,,,,
1155,pebawards, May mensahe ang estudyante ng UPLosBanos na si Stephen Villena sa mga taga supporters ni Duterte. Basahin at... https://t.co/J7jtCRy72w,,,,,,,
1156,joselouigi, Wow ha. SWS survey 4th si Duterte at 5th si Miriam. #PeraPeraLangYan #PHVoteDuterte #PHVoteRoxas #PHVotePoe #PHVoteBinay,,,,,,,
1157,PhilippineTV, Patagﾒs post got Inday Saraﾒs attention which prompted her to make a post on Instagram calling Patag ﾓthe first... https://t.co/MUdRpRBKLa,,,,,,,
1158,liquidlog1c, Duterte: Putangina mo Pope, umuwi ka na!Supporters: Digong is Digong. Sarcastic lang siya <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>Stephen: Paki-sagot po ng deretso -,,,,,,
1159,allanabiabi2, Rude UPLB Student Who Slammed Mayor Duterte Was Allegedly Paid By Another Presidential Candidate!MUST READ! https://t.co/yDWsV5PT0e,,,,,,,
1160,joselouigi, Yaaay. I think Rappler @rapplerdotcom @MovePH read my DM - to share the post that Duterte topped the Silliman University mock elections,,,,,,,
1161,ItsBiancaEspada, May ginawa na bang step ang rappler about freshie vs duterte fans issue? sobrang laki ng epekto ng materyal nila eh,,,,,,,
1162,kTiNoJ, Inday Sara calling volunteers for Duterte's poll watchers https://t.co/mdxfJ3N6VQ,,,,,,,
1163,kristamalaya, oh? aadi hi duterte? haha,,,,,,,
1164,markkurlie, kung nagmamadali ka, magpapaliguy-liguy ka pa ba?#Duterte,,,,,,
1165,barkadafm, Grabe :o Marami talaga sa kababayan natin ang nagbigay ng pahayag dahil sa pambabastos ng isang estudyante ng... https://t.co/1F5za7U2le,,,,,,,
1166,PIAalerts, DZMM: Lumagda sa manifesto ang tambalang Duterte-Cayetano para gawing bukas sa publiko ang kanilang mga account.... https://t.co/gnWfbyb9yW,,,,,,,
1167,teveserika, Duterte sa tunay na pagbabago <U+270A><U+270A><U+270A>,,,,,,,
1168,lordchan_UAE, #Duterte2016 https://t.co/E557BDadsg,,,,,,,
1169,joselouigi, Duterte is top pick of Sillimanians. #PHVoteDuterte #PHVoteRoxas #PHVotePoe #Duterte2016 #PHVote https://t.co/ud0HIPlKCo,,,,,,,
1170,gma_news, Nation: Duterte tells supporters to stop bullying critics https://t.co/nlu66JFDCn,,,,,,,
1171,gma_news, Nation: Duterte, Cayetano urge rivals to make bank accounts public https://t.co/kgphFqD4wU,,,,,,
1172,gma_news, Nation: Duterte unfazed despite losing 3 points in latest SWS survey https://t.co/m9WTijDTtM,,,,,,,
1173,NONONOYOUTHH,"every time may some sort of issue like pacman's, and now duterte's, nababawasan fb friends ko ng mga 50-100
gmanews, Mayor Duterte said that he is not bothered by the latest SWS survey results. #Eleksyon2016 https://t.co/VkTI5F6idh https://t.co/WDvPjRbEJI
rainbart, still don't get how women can still support Duterte. are you that blind? have we been so under men that you no longer see what's wrong?
PhilippineStar, Cayetano: Plano namin ni Mayor (Duterte) bawat region ay P1-B fund. | @iambertramirez
PresidentePh, Droga, krimen at korapsyon, wawalisin ni Duterte | #PresidentiablesPhPANOORIN: https://t.co/27dZd97fil https://t.co/zLM66nNamN
cgpanao, Duterte sa Tacloban #PHVoteDuterte #DuterteVisitsUPLB #Duterte2016
reinwald123, Sa ka bukiran sa ka lungsoran hantud sa ka dagatan DUTERTE gi supportaran #DU30 https://t.co/H0FUG1PNW4
Ideal_Views, Duterte tops big Universities Presidential Mock Polls. #PHVoteDuterte for genuine change! https://t.co/E9grpBQadi
RyanRNicolas, Duterte has made another parallelism to Trump: having supporters who willingly commit acts of violence towards their out-groups
pahimakas, ""estudyante lang siya"" and si duterte, kandidato lang siya
F_GR01,Duterte tells supporters to stop bullying critics https://t.co/0YH5rIWOVg #philippines https://t.co/RlCVoYHLxX",,,,,,,
1174,F_GR01,"Duterte, Cayetano urge rivals to make bank accounts public https://t.co/k9f52oPUlS #philippines https://t.co/NQB7i4AaDM
F_GR01,Duterte unfazed despite losing 3 points in latest SWS survey https://t.co/TaDuIfTxLu #philippines https://t.co/qSpuC6ahKE",,,,,,,
1175,jrodel, COINS.ph Ginagamit Sa Panlilinlang Ng Duterte Supporters https://t.co/ODbDunEVWB via @wordpressdotcom,,,,,,,
1176,andyaparece, Wow.. How can you not love this wise old man?https://t.co/OS0ZLAIcCq#Duterte #DU30,,,,,,,
1177,maria_ressa, Duterte to supporters: Be civil, intelligent, decent, compassionate - https://t.co/oAkDS7bT5M via @rapplerdotcom https://t.co/x7Jz30sD62,,,,
1178,labhertz8888," REPOST!!!!!Pkishare lng po...""""My DUTERTE STORY"""" - by Dr. Mae DolendoThe Rody Duterte I KnowWhen Mayor... https://t.co/Lp3f0xCVu3",,,,,,,
1179,Duterte24x7, Duterte camp claims gaining more converts despite ratings slump | https://t.co/SGEL2L0ak4 #PHVoteDuterte https://t.co/QhmIZHze4s,,,,,,,
1180,rejondequilla, Isang Duterte o kalibre ng isang Duterte ang dapat maging presidente! https://t.co/pTIib6GuQH,,,,,,,
1181,angelotangsy," """"it's your job as his supporter to keep him and his power in check"""" https://t.co/WYj3MbAfWq",,,,,,,
1182,aejaymallari, Bakit nung si Duterte ang namababastos ng ibang tao tuwang tuwa kayo pero nung nabastos siya ng estudyante yung galit niyo wala ng paglagyan,,,,,,,
1183,mrsunlawyer, Checking out my TL," seeing some Duterte supporters trolling tweeps who spoke out against him.Kala ko ba sinabihan kayong """"be civil?""""",,,,,,
1184,vlrdcls," """"Maingay kasi ang mga estudyante don. Masyadong vague."""" """"Not expecting them to be prim and proper."""" - Mayor DuterteWHAT????!!!!!!",,,,,,,
1185,inquirerdotnet, Duterte camp claims gaining more ﾑconvertsﾒ despite ratings slump https://t.co/jRtehPBGPa | @AHeginaINQ #VotePH2016 https://t.co/eYqIQJ22IO,,,,,,,
1186,CyberChangge, @Duterte4Pres16 @merilla2010 Bahala na sila dyan. God is with us. TEAM #DUTERTE UNITED tayo. Kahit anong mangyari..let's win this!,,,,,,,
1187,trendborg, VIRAL: Open letter from UPLB student Stephen Villena on Duterte incident  #viral,,,,,,,
1188,sunytychehope, kung tinuod mani,ranger nalang ni duterte bahala nimu roxas!!! <ed><U+00AE><U+00BA><ed><U+00BE><U+00A0><ed><U+00AE><U+00BA><ed><U+00BE><U+00A0><ed><U+00AE><U+00BA><ed><U+00BD><U+0098><ed><U+00AE><U+00BA><ed><U+00BD><U+0098><ed><U+00AE><U+00B9><ed><U+00B3><U+00B5><ed><U+00AE><U+00B9><ed><U+00B3><U+00B5><ed><U+00AE><U+00B9><ed><U+00B3><U+00B5><ed><U+00AE><U+00B9><ed><U+00B3><U+00B5> https://t.co/RnqYwApIcR,,,,,,
1189,isyapme," DUTERTE &amp; Co. in Tacloban featured """"live"""" on The NEXT FACTOR https://t.co/HPsak28gRW",,,,,,,
1190,gwapito, Davao City Mayor Rodrigo Duterte on Monday asked his supporters to stop bullying his critics in the social media,... https://t.co/23sHCNrLet,,,,,,
1191,trishamacas, #Eleksyon2016: Duterte unfazed despite losing 3 points in latest SWS survey https://t.co/xtJiLRNBst,,,,,,,
1192,10niner, Freddie Aguilar video for Mayor Duterte is good.. Duterte Para sa Tunay na Pagbabago,,,,,,,
1193,JefDeg, Kulelat na si Duterte. Nakakatuwa ang Survey sa atin !!! https://t.co/zbf0TKOm22,,,,,,,
1194,mysummitexpress," A certain supporter of Rody Duterte allegedly went to the extent of issuing a """"death threat"""" to UPLB student... https://t.co/5ccmbuca1H",,,,,,,
1195,FinnCarmeloHael, Duterte tells supporters to stop bullying critics https://t.co/WcmSJk4K9u,,,,,,,
1196,FinnCarmeloHael, Duterte, Cayetano urge rivals to make bank accounts public https://t.co/uTbfvF48FD,,,,,,
1197,FinnCarmeloHael, Duterte unfazed despite losing 3 points in latest SWS survey https://t.co/saLYfI8blk,,,,,,,
1198,trishamacas, #Eleksyon2016: Duterte, Cayetano urge rivals to make bank accounts public https://t.co/kAbSjuvrN0,,,,,,
1199,pinaymomspeaks," Retweeted Duterte4President'16 (@Duterte4Pres16):Get to know Soledad """"Soling"""" Duterte", mother and molder of... https://t.co/wvbXVe3ZZm,,,,,,
1200,Makoy_Palaboy," """"Davao was hell"," until Duterte came."""" #PHVoteDuterte",,,,,,
1201,PresidentePh, Duterte, binara ng estudyante, hindi napikonMainit-init pa! Basahin ang detalye: https://t.co/I0XOjSDw0J https://t.co/lyjacCGVH2,,,,,
1202,RematePH, DUTERTE SINISI ANG KORAPSYON SA PAGBAGSAK NG EKONOMIYAhttps://t.co/0nm3uT8Zc6@rodyduterte2016  @RRD_Davao @duterte,,,,,,,
1203,RoyxAlfred, Grabe dito sa Antipolooo! Sobra 2 hours na kami dito <ed><U+00A0><U+00BD><ed><U+00B8><U+00AC> Duterte where na you? Para ma solusyunan natong traffic nato!!!,,,,,,,
1204,updatesmanila, Duterte, son tells supporters to stop bullying critics: Davao City Mayor Rodrigo Duterte on Monday asked his s... https://t.co/3lsueBdkQy,,,,,,
1205,sherbonnciceron, Gusto ko Duterte pero natatakot ako sa maaring gawin ng supporters niya kapag nanalo siya.Natatakot akong... https://t.co/hVGi9iMopk,,,,,,,
1206,heyronfol, Dear Duterte supporter: Learn to say, ﾓYes," with reservations"""" https://t.co/QiD5RvlYzq",,,,,
1207,vlrdcls," """"I cannot do anything about that."""" - Mayor Duterteok.... WTH????????!!!!!!!!!!!",,,,,,,
1208,trishamacas, #Eleksyon2016: Duterte tells supporters to stop bullying critics https://t.co/Fgr7ZPiJG4,,,,,,,
1209,barbistar82, Some say Duterte is bastos.Maybe because laging may PI. But to some PI is just an expression. Check his track records,this country needs him,,,,,,
1210,Lheanstorm, I only have two Presidentiables: Miriam and Duterte. #VotePH2016,,,,,,,
1211,tetayzombie, Binay, then Duterte. These UPLB kids are fierce. I wish they'd host the next presidential debate.,,,,,,
1212,glendamgloria, #PHVote: Grace Poeﾒs coup, Duterteﾒs mob via @rapplerdotcom https://t.co/txCTYerxz2,,,,,,
1213,asshulz, Tag Mo Tropa Mong Pinagjajakulan Si Mayor Duterte <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,,,,,
1214,HforHaru, problem with our youth today: #Respect =__=https://t.co/xphixP3ZYP,,,,,,,
1215,ryansizzle, @ryansizzle an indirect tweet for duterte's fantards.,,,,,,,
1216,dora_sa_balon, Garu dangag su naga apot ki duterte. -_- https://t.co/SMf3eS5u3Q,,,,,,,
1217,xpeanutgalleryx, where's duterte? https://t.co/hiEPpn1hiM,,,,,,,
1218,FranceCleo, My Critical Analysis Regarding Mayor Duterte's Interview In UP Los Ba�os: https://t.co/ihFVdlO5Hy via @YouTube,,,,,,,
1219,louie_2000today, Dear Duterte supporters,Diba gusto nyo ng disiplina? Bakit sa social media e hindi kayo mukhang disiplinado?... https://t.co/DFjawyQtue,,,,,,
1220,avemaria184, @ABSCBNNews theres nothing wrong with how uplb student  questioned Duterte.The fact is Du30 didnt answer clearly and direct to d question.,,,,,,,
1221,kiNicHi20, mukhang Duterte fan ang admin neto. hahaha https://t.co/TVDWo2C7YP,,,,,,,
1222,icechloe19, I liked a @YouTube video https://t.co/kmUg4cbuTd Duterte, tinawag na protektor ng droga si Roxas,,,,,,
1223,ArthyKo, Please cast your vote!Rody Duterte https://t.co/ufDycKMMPU,,,,,,,
1224,joiegirl_, @itsme_sirmigs pero dapat naman na talaga umuwi si Duterte di ba? Siya nagsabi that he needs to go home.,,,,,,,
