200,wwginevra,"Nanjan kami kanina!""@senmiriam: [STAFF] Estimated crowd in Baker Hall is 2,000. #MiriamUtakAtPuso #LagunaIs4Miriam https://t.co/YKh57X4oYH"""
201,rsjacintos2012,@gmanews @senmiriam @gmanewsonline Hindi natitinag. Hindi sumusuko. Incorruptible. I pray thatMiriam is d next president. #MiriamUtakAtPuso
202,jonialcos,#MIRIAM2016 #MiriamUtakAtPuso #MiriamPaRin #MiriamANgsagot #miriamfight MIRIAM LOYALIST. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
203,iamjaydee11,"Buti pa ang Presidente ko MAGNA CUM LAUDE, ang iba diyan MAGNA NAKAW. #MiriamUtakAtPuso #MIRIAM2016"
204,KEITHarsis,#MiriamUtakAtPuso
205,Dabuhffet,#MiriamUtakAtPuso https://t.co/IJNufVThWl
206,sel_pia,"""Prove to the world that the Philippines is one of the proudest people on earth, and we can prove it."" #MiriamUtakAtPuso"
207,imjudemagkawas,Miriam Defensor Santiago for President<U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+0097> #MIRIAM2016 #MiriamUtakatPuso #MiriamVisitsUPLB #BUKLODxMiriam https://t.co/3CC0xUtwHg
208,sel_pia,"""Elections are an exercise of the will—the mental will—to improve ourselves."" #MiriamUtakAtPuso"
209,sel_pia,"""Tell the older people in your community that elections are not an exercise in entertainment or in humor."" #MiriamUtakAtPuso"
210,ibol5534,"#MiriamUtakAtPuso
#LagunaIs4Miriam
#MIRIAM2016
#Switch2Miriam
#PHVoteSantiago https://t.co/zt1JIsHhd3"
211,DaGalban,#MiriamUtakAtPuso twitter party
212,sel_pia,"""Whatever might happen to our country is to be decided today."" #MiriamUtakAtPuso"
213,ibol5534,"#MiriamUtakAtPuso
#LagunaIs4Miriam
#MIRIAM2016
#Switch2Miriam
#PHVoteSantiago https://t.co/Jln5KjfKpo"
214,sel_pia,"""Look into the future, for the future of our country lies in your hands."" #MiriamUtakAtPuso"
215,carlyndemariano,"#MiriamUtakAtPuso ""I've always loved the young people and I will never fail them in my 6 years.""She is what we need https://t.co/C3VBCAF5n1"
