rhiajoseframos,Gusto ko lang mag react sa isang student ng kilalang school na ito. Sana naturuan ka ng magulang mo na RUMESPETO sa nakakatanda sayo. #UPLB
Mendozanity,"Words are sharper than swords.
Education before army! #uplb"
missjover,@rodmagaru di ba? tapos binastos pa nila picture niya pati picture ng friend at family niya? Nakakaawa #IStandWithStephenVillena #UPLB
withersfork,"I pity that #UPLB student. He committed a mistake, but we don't need to crucify him. Digong wasn't even slighted. Patawarin na."
jaengnozales,Desperation for change is NOT AN EXCUSE for you TO BULLY ANYONE ESP A KID. You are fckin ADULTS. STOP THE WITCH HUNTING #Duterte2016 #UPLB
odspolihsonn,#UPLB Kindly teach that student of yours some GMRC lessons please. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>
missjover,Grabe naman to! How can they control this kind of behavior? #UPLB #stopcyberbullying https://t.co/bEpiIWYnx6
LeanderBarut,The supporters of the candidate who's platform is peace and order are the ones breaking the law (Republic Act No. 10627) The Irony! #UPLB
MikeofNewYORK,@profmssyj @leahnavarro I suggest sending these threats vs a student of #UPLB directly to #pnp @pnppio and @CIDG_PNP for appropriate action
dodongSANDRI,"if you don't want to get ridiculed, stay away from them. 
ginisa sa sariling mantika eh. 
#Duterte #UPLB"
IceLavilla,"What is this world I'm living in? 

#UPLB  #dontUPLB"
mxinetan,Ang babaluktot mag-isip ng mga tao ngayon. #UPLB
joyceinheels,All about #UPLB and #PHVoteDuterte  https://t.co/lABEFaF45N
iamxander16,Pinakinggan ko ang content ng QnA sa #UPLB kay #Duterte2016  ...sinabihan ng edukasyon...its a stupid followup question.
sephcham,"Tigilan nyo na yung student sa #UPLB. 
#NoToBullying #NoToCyberBullying"
ShutangInaBeks,"Yung eksenang so much hate for wanting to get a direct answer to a question. Also, can we stop labeling people based on their schools? #UPLB"
missjover,Di ba? Nakakaawa ang bata. Traumatic sa kanya ang nangyayari. Duterte cannot control his supporters. #UPLB  https://t.co/y6y3l2sjTi
primpaypon,"Well, that rude but straightforward UPLB question revealed Duterte's lack of clear vision and platform. Good job, #UPLB! #PiliPinas2016"
niiaahaha,"'Wag po sana tayong mangkondena. Sino ba tayo para manghusga. Buksan ang isipan at matutong unawain ang kaganapan, open minded ba <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> #UPLB"
missjover,Grabe! These Duterte supporters are uncontrollable! #IstandwithStephenVillena #UPLB  https://t.co/tkrloR1ZuM
missjover,@pinoymommy @Lah_lah_j @marocharim yes and check the comments #notocyberbullying #UPLB https://t.co/qacVIdYvky
itsmekaycelle,"Dahil sa sobrang pagmamamahal sa inang bayan, kaya naming itanong lahat ng bumabagabag sa amin kahit na magmukha kaming bastos. #UPLB"
DizzyMissNizzie,'Nambastos' is too strong a word. #UPLB
missjover,@pinoymommy @Lah_lah_j @marocharim look they made an FB page like this. #UPLB #NotoCyberbullying https://t.co/3vTYP8qBTf
zyxa09,Obviously you have a bad motive.. wrong move dear.. nadamay pa #UPLB  #Du30 LP Partylist aspirant ka pa man din.. https://t.co/bPeDa8jYZ8
zheyrhumbee,#NoToCyberBullying I stand with Stephen. #NoToDuterte #UPLB https://t.co/cPZrjF902A
ejopaye,"I don't think Stephen was rude, ppl should know the whole story https://t.co/TGNsVZWnG3 #IstandwithStephenVillena #UPLB"
sgt_kero,"Sayang daw ang binabayad ng mga taxpayers sa #UPLB dahil sa attitude ni #stephenvillena

PUP be like ""been there, done that"" 

#Eleksyon2016"
dimi_migz,pls. raise a clear question if you want a straight answer #boom #UPLB
missjover,@uplbprofs I already did po. Pati yung FB page na ginawa nila. Grabe! #UPLB #IStandWithStephenVillena https://t.co/PRhvItSZ7N
racheldevera,"Education in Davao has always been a priority, alongside defense.. Why force that one should be compromised over the other? #UPLB #Duterte"
missjover,And to top of it all ginawan nila ng ganitong page ang bata! #IstandwithStephenVillena #UPLB https://t.co/ahApSia025
racheldevera,"Dont use your institution and defend it as ""freedom  of expression"" to mask your ignorance. #UPLB #Duterte"
racheldevera,Your question is really silly. Even your verb usage is abominable. What compensate? should have been COMPROMISE. #UPLB #Duterte
aimamurao,#UPLB finds https://t.co/A6ypspMOPI
Jaypee_Gozun,Mas nabother ako sa man bun ni kuya kaysa don sa pagtatanong niya. Ba't ganon.... #UPLB
missjover,"When Villena said na ""para makauwi na po kayo"" it was a consideration 4 Duterte kasi gusto na nga niyang umalis agad #UPLB #NotoDuterte"
havenPavfoix,e ikaw? #UPLB  student k p lang at kilala pang school e ganyan na ang manners mo tsaka iba ang mura sa manners lalo na when you speak. #opin
havenPavfoix,kay mayor duterte kasi hindi offensive  kahit sya na ang mag mura..my own opinion ah.. and mag mura man sya kaya nyang panindigan.#UPLB
programming22,https://t.co/d7uZOVvVOU #Linya ng Nagseselos #BRIEF NI JEKOY PLS #UPLB  #Aldub #KATHNIEL #KMJS11  https://t.co/QuU1kOPsll
Tikoymanstur,@paul_james26 that is a very nice suggestion no? mature at napag isipan naten yan ng mabuti. Makakatulong yan sa pagtatama ng mali #UPLB
missjover,Eto Yun e! #UPLB https://t.co/HBYSMgYviE
hellothisisjosh,"Laking mindguard statement: ""mali naman kasi tanong mo""  -walang maling tanong sa UP! #PHVote #UPFight  #UPLB"
missjover,"Yes he is. And tama naman sya na tapusin na, kasi nagmamadali si Duterte #UPLB #NotoDuterte https://t.co/SRBGaDPyHV"
hannahmeymey,#ManilaCathedral #Caliraya #UPLB #ManilaOceanPark #Calamba <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> Thankful. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/Vr0oOQF3Ap
mapetiteangela,Please stop cyberbullying. &lt;/3 #UPLB https://t.co/rRYbE316Y4
missjover,@twitnigab nope. The kids was just asking a direct answer from him kasi apurado nang makauwi si Duterte.  #NoToDuterte #UPLB
missjover,I stand with Stephen Villena. #UPLB #NotoDuterte https://t.co/yvs87aCAAK
ChicChic0704,#UPLB That stude obviously attended d forum 2 humiliate #DU30 cuz he is 4 another candidate. Sori for his parents having raised him this way
4everlikearose,No to cyber bullies. No to Duterte! #UPLB https://t.co/VbR8PBS1ND
missjover,#NotoDuterte #UPLB https://t.co/XnHKgtUrBF
dafuqnathan,These duterte supporters are getting out of hand. OA na. #UPLB
angie521_g,"understanding that Duterte's ""peace and order"" as his platform, the student's concern is very much valid. 
#UPLB https://t.co/HdzLqigPnO"
4everlikearose,Say NO to Duterte and his mob. #UPLB  https://t.co/ZZkIU4fLlc
faitth14,"Stop the hate for UPLB student, like seriously you can stop already. #UPLB"
CyberChangge,@tinkerneI @MercyMe875 @sh3ysh3y @AraAcebedo @jellianxkii15 @sassy_zhazy @chuan_sheila @pieskustojo Eto na #UPLB https://t.co/Eq2JhRzWAt
4everlikearose,So low and threatening. No to Duterte and his mob! #UPLB  https://t.co/DuEBcU78ga
joyceinheels,"Anyway, here's the video. Judge for yourself: https://t.co/NOoEYzzHGL #UPLB"
joyceinheels,"I decided not to post the young man's picture anymore. Talk about double standard. The boy was using ""po"" while pressing his query. #UPLB"
kistryvlramos,Go lang Stephen... huwag kang makinig sa chaka... #uplb @UPLBConyos
4everlikearose,#UPLB #PiliPinas2016 #PiliPinas #Halalan2016   https://t.co/0EEFyZab0f
ShantiSenaPHL,"If a university cannot produce critical thinking students, then it failed its purpose. #UPLB #DuterteVisitsUPLB"
missjover,Check this accounts ng mga Duterte fans na pinagbabantaan si Stephen Villena #rabid #UPLB https://t.co/cIgzvKjZmZ
iAMdianneFIDER,These people who instantly became #du30 's supporters much applause.   #uplb
missjover,#UPLB https://t.co/yVy0frWir2
niallpleaasee,"I'PUSH NYO YAN KINGINA NYO HAHAHAHA
#UPLB https://t.co/UZlzM4Xxkh"
karlaobispo,People talk as if the students aren't paying their tuition fees. Ugh. #UPLB #DuterteVisitsUPLB  https://t.co/o6KHuRwkqj
bbQueee,Si Miriam na lang papuntahin nyo sa #UPLB
kev_rd,"PROF: ""Ano ang benefits ng pre-marital sex?""

Student: To gain more experience...

PROF: ilalagay mo ba yan sa resume mo?

#UPLB #dontUPLB"
domrodriguez06,"There's nothing wrong with asking. What I am saying is, there is always a generous and proper way of doing it.

#UpLB
#RespectDuterte"
cuevas_mark,"Wla nmang msamang magtanong &amp; pakiusapan ang kausap mo regardless kung pulubi o mayor, n sumagot nang diretso. #UPLB https://t.co/QhAzUOcdnj"
itsjoanfads,Sundate. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+009C> @benjomojica @vernaaameee  #UPLB https://t.co/HknIRPidjG
alvngnzls,May punto yung student. Di nga lang well structured yung delivery so it ended up sounding arrogant instead of intellectual. #UPLB
ollynaguila,I stand with Stephen Villena. #UPLB #UPFight <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><U+2764><U+FE0F>
alvngnzls,Its funny that the issue is more focused on the disrespectfulness of the student but not the political dilemma that was brought up. #UPLB
irenesharie,"To that student: Our taxes that pays for your education by dear has gone to waste with the way you treat your guest, ang bastos! #Du30 #UPLB"
EyEmDee,Those tengeneng hasty generalizations! Aba matinde! #UPLB
euness19,Compensating Education is compromising Defense. #UPLB #stephenvillena
niallpleaasee,ANO BANG GINAWANG MASAMA NI STEPHEN? HE'S ONE OF MY FRIENDS AND I REALLY THINK HE JUST STOOD UP FOR WHAT HE BELIEVED IN #UPLB
missjover,"This! And then para sinabihan lang ng straight dapat isagot, bastos na? Sino kaya? #UPLB  https://t.co/EuEeeKNRZp"
redellestioko,"Mayor #Duterte vs #UPLB
https://t.co/CLS2f3XVNc"
katequinz,"STUDENT: Give us direct answers! <ed><U+00A0><U+00BD><ed><U+00B9><U+0085>
DUTERTE: Give me correct questions. <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>
#Uplb #Duterte"
joelcabacongan,"#uplb students have to remind themselves that people paid taxes for them, don't act like you're somebody bcoz you are not!"
missjover,I stand with Stephen Villena. #stopbullying #UPLB
missjover,"Kuya, scientist ka ba? Mahilig kang mag imbento e. Dinamay mo pa mga anak ni Leni. #UPLB https://t.co/VLgffnzL9p"
mr20obordo,"Yung taong kung makapag mura akala mo'y pinag lalagaan ng t** ang bibig pero sila pa ung lakas makapag sabi ng pag aralin ng GMRC. 

#UPLB"
